"Date","meet_inclusion_criteria","month","day","year","town","state","perpetrator_name","venue","num_shot_public","num_gun_fatalities_public","num_gun_injuries_public","num_shot_private","num_gun_fatalities_private","num_gun_injuries_private","public_victims_knew_perp","julian_day","during_ban","lknown_if_high_capacity_involved","lFAWB_banned_firearm","summary","reason_excluded","url1","url2","url3","url4","url5","url6","url7","url8","url9","url10","url11","url12","url13"
2003.15,"No: criminal activity or potential self defense",2,23,2003,"Huntsville","AL","Emanuel Burl Patterson","Public place(s)",5,4,1,0,0,0,"Yes",12106,1,0,FALSE,"During a physical altercation, the perpetrator opened fire at an unemployment centre, killing four and wounding one.","Physical altercation preceded incident"," http://bit.ly/2S7GDVA","","","","","","","","","","","",""
2000.39,"No: criminal activity or potential self defense",5,24,2000,"New York","NY","Craig Godineaux and John Taylor","Public place(s)",7,5,2,0,0,0,"Yes",11101,1,1,FALSE,"Perpetrators shot and killed five at a restaurant during a robbery and wounded two others.","Incident involved robbery"," http://bit.ly/2T0aaR5","","","","","","","","","","","",""
2000.22,"No: criminal activity or potential self defense",3,20,2000,"Irving","TX","Robert Wayne Harris","Workplace",6,5,1,0,0,0,"Yes",11036,1,0,FALSE,"A former employee at a carwash returned to rob it, and killed five and injured one.","Incident involved robbery"," http://bit.ly/2QEWfDn"," http://bit.ly/2UZ3vs6"," https://abcn.ws/2A8DcXM"," http://bit.ly/2EyI4sd","","","","","","","","",""
1997.63,"No: criminal activity or potential self defense",8,19,1997,"Colebrook","NH","Carl Drega","Public place(s)",7,4,3,0,0,0,"Partly",10092,1,1,TRUE,"The perpetrator killed two police officers at a traffic stop, then drove to a building and killed an attorney and a newspaper editor there.  Three other people were wounded in the ensuing chase.","Incident began with robbery attempt"," https://nyti.ms/2rP0Y6K","","","","","","","","","","","",""
1996.94,"No: criminal activity or potential self defense",12,9,1996,"Houston","TX","Narit Burin Bunchien","Public place(s)",4,4,0,0,0,0,"Yes",9839,1,1,TRUE,"Perpetrator shot and killed four in self defense.","Incident likely precipitated in self-defense"," https://trib.in/2AbYmnT","","","","","","","","","","","",""
1996.54,"No: criminal activity or potential self defense",7,16,1996,"Winona","MS","Curtis Giovanni Flowers","Public place(s)",4,4,0,0,0,0,"Yes",9693,1,0,FALSE,"Perpetrator shot and killed four at a furniture store during a robbery.","Incident involved robbery"," http://bit.ly/2BxsH09"," http://bit.ly/2rPNmYR","","","","","","","","","","",""
1995.97,"No: criminal activity or potential self defense",12,19,1995,"New York","NY","Michael Vernon","Public place(s)",8,5,3,0,0,0,"No",9483,1,0,FALSE,"In an apparent attempted robbery, the perpetrator opened fire in a shoe store, killing five and wounding three.","Incident involved robbery"," https://nyti.ms/2UYCRQi"," http://bit.ly/2EzLyuu","","","","","","","","","","",""
1995.85,"No: criminal activity or potential self defense",11,6,1995,"Boston","MA","Damian and Anthony Clemente","Public place(s)",5,4,1,0,0,0,"Yes",9440,1,0,FALSE,"Perpetrators shot and killed four and wounded one in a restaurant in an incident related to organised crime.","Organised crime involvement"," http://bit.ly/2T56ZaZ"," http://bit.ly/2EzrxnV","","","","","","","","","","",""
1995.22,"No: criminal activity or potential self defense",3,21,1995,"Montclair","NJ","Christopher Green","Public place(s)",5,4,1,0,0,0,"Partly",9210,1,0,FALSE,"Perpetrator shot and killed four and wounded one while robbing a post office.","Incident involved robbery"," http://bit.ly/2EGNcLW","","","","","","","","","","","",""
2018.7,"No: <4 killed in public place(s)",9,12,2018,"Bakersfield","CA","Javier Casarez","Private home(s) and public space(s)",3,3,0,2,2,0,"Yes",17786,0,1,FALSE,"Casarez drove his ex-wife to a trucking company and shot and killed her and her reputed boyfriend. He then followed another employee to another store and shot him there, then went to a private home and shot two more people","Two of five killed were killed in private home"," http://bit.ly/2A33UkD"," https://on-ajc.com/2EHpdMi"," http://bit.ly/2SZehwM"," http://bit.ly/2CrzyKl"," http://bit.ly/2QEE8gR","","","","","","","",""
2017.87,"No: <4 killed in public place(s)",11,14,2017,"Rancho Tehama","CA","Kevin Janson Neal","Private home(s) and public space(s)",12,2,10,3,3,0,"Partly",17484,0,1,TRUE,"The perpetrator killed his wife and two neighbors, then went on a rampage through town, killing two more people and wounding ten others.","Two of four killed were killed in private homes"," https://lat.ms/2SboJ4f"," http://bit.ly/2QM6ENP"," http://bit.ly/2A4Yc1y","","","","","","","","","",""
2017.69,"No: <4 killed in public place(s)",9,10,2017,"Plano","TX","Spencer James Hight","Private home(s)",0,0,0,9,8,1,"Yes",17419,0,1,TRUE,"Perpetrator shot and killed eight people and wounded one during a football watching party.","All victims were killed at a party in a private home"," http://bit.ly/2SWuvXm"," https://cbsn.ws/2Lt4v3v"," http://bit.ly/2ExoH2O","","","","","","","","","",""
2017.45,"No: <4 killed in public place(s)",6,15,2017,"La Madera","NM","Damian Herrera","Private home(s) and public space(s)",2,2,0,3,3,0,"No",17332,0,1,FALSE,"The perpetrator killed three family members, then shot and killed two more people during a 180 mile long drive.","Three of five killed were killed in private home"," https://bayareane.ws/2GKtJMf"," http://bit.ly/2EwjJ6t"," http://bit.ly/2QHgDUh","","","","","","","","","",""
2017.4,"No: <4 killed in public place(s)",5,27,2017,"Brookhaven","MS","Willie Corey Godbolt","Private home(s)",0,0,0,8,8,0,"Partly",17313,0,0,FALSE,"The perpetrator shot and killed seven family members and one sheriffs deputy in three private homes.","All eight victims were killed in private homes"," https://cnn.it/2ReVRuY","","","","","","","","","","","",""
2017.26,"No: <4 killed in public place(s)",4,7,2017,"Houston","TX","Dekitta Holmes","Private home(s)",0,0,0,4,4,0,"Yes",17263,0,0,FALSE,"The perpetrator shot and killed four family members in three private homes.","All four victims were killed in private homes"," http://bit.ly/2Se4xyO","","","","","","","","","","","",""
2016.66,"No: <4 killed in public place(s)",8,29,2016,"Temecula","CA","James Jennex","Private home(s)",0,0,0,4,4,0,"Yes",17042,0,0,FALSE,"The perpetrator shot and killed four people in a private group home.","All four of the victims were killed in a private residence"," http://bit.ly/2SZMpZm","","","","","","","","","","","",""
2015.87,"No: <4 killed in public place(s)",11,14,2015,"Palestine","TX","William Mitchell Hudson","Private land",0,0,0,5,5,0,"No",16753,0,0,FALSE,"Perpetrator opened fire at a family camping on private land, killing five.  He also beat one other person to death.","All victims were shot on private land"," http://bit.ly/2A6552I"," http://bit.ly/2QFULJ4"," http://bit.ly/2rMUp4k","","","","","","","","","",""
2015.6,"No: <4 killed in public place(s)",8,7,2015,"Barre","VT","Jody Herring","Private home(s) and public space(s)",1,1,0,3,3,0,"Yes",16654,0,1,FALSE,"The perpetrator shot and killed three people in a private home, then shot a social worker in an office.","Three of the four victims were killed in a private home"," http://bit.ly/2UYZxQw"," http://bit.ly/2EGgcDk"," http://bit.ly/2QEJcBM","","","","","","","","","",""
2015.15,"No: <4 killed in public place(s)",2,26,2015,"Tyrone","MO","Joseph Jesse Aldridge","Private home(s)",0,0,0,10,7,3,"Yes",16492,0,0,FALSE,"The perpetrator opened fire in various private homes, killing seven and wounding three.","All seven victims were killed in private homes"," http://bit.ly/2T3B6zA"," https://trib.in/2Sd6D1Y","","","","","","","","","","",""
2014.95,"No: <4 killed in public place(s)",12,15,2014,"Lansdale","PA","Bradley William Stone","Private home(s)",0,0,0,7,6,1,"Yes",16419,0,0,FALSE,"Killed several family members at several locations","All six victims were killed in private homes"," https://cbsn.ws/2A34Mpp","","","","","","","","","","","",""
2014.92,"No: <4 killed in public place(s)",12,1,2014,"Morgantown","WV","Jody Lee Hunt","Private home(s) and public space(s)",1,1,0,3,3,0,"Yes",16405,0,0,FALSE,"The perpetrator fatally shot four people at three different locations: a business rival at his towing company, his ex-girlfriend and her new boyfriend in their shared home, and his cousin at his home.","Three of the four victims were killed in private homes"," https://every.tw/2qQaMNn"," http://bit.ly/2EBQ1Nw","","","","","","","","","","",""
2014.39,"No: <4 killed in public place(s)",5,23,2014,"Isla Vista","CA","Elliot Rodger","School",10,3,7,0,0,0,"No",16213,0,1,FALSE,"After stabbing three people, the perpetrator then went on a driving shooting spree, killing three, and wounding seven.","Only three killed by gunfire (rest of fatalities were stabbed in private home)"," https://cbsn.ws/2SZLSXt"," https://dailym.ai/2BxzNSa"," https://dailym.ai/2EEukwR"," http://bit.ly/2BAHXtg","","","","","","","","",""
2013.6,"No: <4 killed in public place(s)",8,7,2013,"Dallas","TX","Erbie Lee Bowser","Private home(s)",0,0,0,8,4,4,"Yes",15924,0,0,FALSE,"The perpetrator opened fire in two private homes, killing four and wounding four.","All four victims were killed in private homes"," http://bit.ly/2Sc3UWw"," https://every.tw/2QFC348"," http://bit.ly/2T21BVP","","","","","","","","","",""
2013.57,"No: <4 killed in public place(s)",7,26,2013,"Hialeh","FL","Pedro Vargas","Private home(s) and public space(s)",1,1,0,5,5,0,"3",15912,0,1,TRUE,"Perpetrator set fire to his apartment, then killed six people within the complex, one in the parking lot, and the others in their apartments.","Only one killed in pubic, five others killed in private homes"," https://dailym.ai/2LsmPcT"," https://hrld.us/2GtlHXI","","","","","","","","","","",""
2013.43,"No: <4 killed in public place(s)",6,7,2013,"Santa Monica","CA","John Samir Zawahri","Private home(s) and public space(s)",6,3,3,2,2,0,"No",15863,0,1,TRUE,"The perpetrator killed two at his home, then went on a shooting spree, driving toward Santa Monica College campus, killing two more, and wounding two during the drive.  At the college he killed one other person outside the library.","Two of five killed were killed in a private home"," http://bit.ly/2Lxm5Uc"," https://yhoo.it/2PVROyY"," https://read.bi/2POXavz"," http://bit.ly/2A84w8E","","","","","","","","",""
2013.3,"No: <4 killed in public place(s)",4,21,2013,"Federal Way","WA","Dennis Clark III","Private home(s) and public space(s)",3,3,0,1,1,0,"3",15816,0,1,FALSE,"The perpetrator shot and killed his girlfriend in their shared apartment, and then shot two witnesses in the buildings parking lot and a third victim in another apartment, before being killed by police.","One of the four killed was killed in a private home"," http://bit.ly/2LscIoG","","","","","","","","","","","",""
2012.51,"No: <4 killed in public place(s)",7,6,2012,"Newtown Falls","OH","Robert Brazzon","Private home(s)",0,0,0,4,4,0,"Yes",15527,0,1,TRUE,"The perpetrator shot and killed four people in two private homes.","All four victims were killed in private homes"," https://dailym.ai/2Gzvko1"," http://bit.ly/2R7vGpP","","","","","","","","","","",""
2011.68,"No: <4 killed in public place(s)",9,5,2011,"Morgantown","WV","Shayne Riggleman","Private home(s)",1,0,1,5,5,0,"No",15222,0,1,FALSE,"The perpetrator fatally shot five people in a rural West Virginia home.  Fleeing from police, he shot and injured a gas station attendant and eventually fatally shot himself.","All five victims were killed in a private home"," http://bit.ly/2LxvuuU"," https://dailym.ai/2LrBzJh"," http://bit.ly/2SepFF8","","","","","","","","","",""
2011.51,"No: <4 killed in public place(s)",7,7,2011,"Grand Rapids","MI","Rodrick Shonte Dantzler","Private home(s)",2,0,2,7,7,0,"Partly",15162,0,1,TRUE,"The perpetrator fatally shot seven people between two homes, including his exgirlfriend, wife, and their daughter. He also shot and wounded two other people while driving.","All seven victims were killed in private homes"," http://bit.ly/2R3uioh"," http://bit.ly/2EyylSM"," http://bit.ly/2CpcRX0","","","","","","","","","",""
2011.42,"No: <4 killed in public place(s)",6,2,2011,"Wellton","AZ","Carey Hal Dyess","Private home(s) and public space(s)",1,1,0,4,4,0,"Yes",15127,0,0,FALSE,"Perpetrator killed his ex-wife and various acquaintances in private homes, and also shot a lawyer at his office.","Four of the five victims were shot in private homes"," https://cbsn.ws/2BykLvt"," http://bit.ly/2A8apCS","","","","","","","","","","",""
2010.69,"No: <4 killed in public place(s)",9,11,2010,"Breathitt County","KY","Stanley Neace","Private home(s)",0,0,0,5,5,0,"Yes",14863,0,1,FALSE,"The perpetrator killed the five people in two mobile homes, then went to his own home and shot himself.","All five victims were killed in private homes"," http://bit.ly/2LxmkyA","","","","","","","","","","","",""
2010.03,"No: <4 killed in public place(s)",1,12,2010,"Kennesaw","GA","Jesse James Warren","Workplace",5,3,2,0,0,0,"Partly",14621,0,0,FALSE,"Former employee opened fire at workplace, killing three and injuring two.","Three killed day of shooting, fourth died years later"," https://on.11alive.com/2EIG69q"," https://nbcnews.to/2SZICLC","","","","","","","","","","",""
2009.92,"No: <4 killed in public place(s)",12,3,2009,"Madison","WI","Tyrone Adair","Private home(s)",0,0,0,4,4,0,"Yes",14581,0,0,FALSE,"The perpetrator opened fire in two private homes, killing four.","All four victims were killed in private homes"," http://bit.ly/2BxeFLQ","","","","","","","","","","","",""
2009.19,"No: <4 killed in public place(s)",3,10,2009,"Geneva County","AL","Michael Kenneth McLendon","Private home(s) and public space(s)",8,3,5,8,7,1,"Partly",14313,0,1,TRUE,"Perpetrator shot various family members at three different homes, then shot and killed four other people while driving, and wounded four others.","Seven of the ten killed were killed in private homes"," https://abcn.ws/2Lt7c5b","","","","","","","","","","","",""
2009.12,"No: <4 killed in public place(s)",2,14,2009,"Brockport","NY","Frank Garcia","Private home(s) and public space(s)",2,2,0,2,2,0,"Partly",14289,0,0,FALSE,"Perpetrator killed a co-worker and a bystander in a hospital parking lot and wounded another, then drove to another co-worker's home and killer her and her husband.","Two of the four people killed were killed in a private home"," http://bit.ly/2BAhR9p","","","","","","","","","","","",""
2008.67,"No: <4 killed in public place(s)",9,2,2008,"Alger","WA","Isaac Zamora","Private home(s) and public space(s)",3,1,2,6,5,1,"No",14124,0,1,FALSE,"The perpetrator killed five and wounded one in several private homes, then wounded two more and killed one while driving.","Five of the six killed were killed in private homes"," http://bit.ly/2R8qy4R","","","","","","","","","","","",""
2007.77,"No: <4 killed in public place(s)",10,7,2007,"Crandon","WI","Tyler Peterson","Private home(s)",0,0,0,7,6,1,"Partly",13793,0,1,TRUE,"Perpetrator opened fire inside an apartment after an argument at a party, killing six and injuring one.","All victims were shot at a party in a private home"," https://lat.ms/2PQFPCD","","","","","","","","","","","",""
2006.29,"No: <4 killed in public place(s)",4,18,2006,"St. Louis","MO","Herbert Chalmers Jr.","Private home(s) and public space(s)",5,4,1,0,0,0,"Yes",13256,0,0,FALSE,"Chalmers first killed two women in their homes, then went to his workplace and killed two others and injured another","Two of the four killed were killed in private homes"," http://bit.ly/2A8aVAL","","","","","","","","","","","",""
2006.23,"No: <4 killed in public place(s)",3,25,2006,"Seattle","WA","Kyle Aaron Huff","Private home(s)",0,0,0,8,6,2,"No",13232,0,1,FALSE,"Perpetrator opened fire at a private party, killing six and injuring two. The perpetrator did not know anyone at the party.","All victims were shot at a party in a private home"," http://bit.ly/2A7vqNW","","","","","","","","","","","",""
2005.19,"No: <4 killed in public place(s)",3,11,2005,"Atlanta","GA","Brian Gene Nichols","Private home(s) and public space(s)",3,3,0,1,1,0,"No",12853,0,1,TRUE,"Perpetrator attacked a deputy at a court house, beating her and stealing her weapon. He then shot and killed two in the courthouse, and another person as he left.  Another person was killed later that evening in a private home.","One of the four victims was killed in a private home"," http://bit.ly/2Bw04QT","","","","","","","","","","","",""
2002.27,"No: <4 killed in public place(s)",4,9,2002,"Toms River","NJ","Edward Lutes","Private home(s)",0,0,0,6,5,1,"Yes",11786,1,1,TRUE,"Perpetrator killed several neighbours and a police chief in three private homes, and also wounded one.","All five of the victims were killed in private homes"," http://bit.ly/2Gt66Ya","","","","","","","","","","","",""
2002.14,"No: <4 killed in public place(s)",2,21,2002,"Barnegat Township","NJ","John W. Mabie","Private home(s)",0,0,0,4,4,0,"Yes",11739,1,1,FALSE,"Perpetrator killed four people in priate homes","All four of the victims were killed in private homes"," https://nyti.ms/2T0AHhm","","","","","","","","","","","",""
2001.5,"No: <4 killed in public place(s)",7,3,2001,"Rifle","CO","Steven Michael Stagner","Private property and public space(s)",5,2,3,2,2,0,"Partly",11506,1,1,FALSE,"The perpetrator shot and killed four people and wounded three others in public areas of a trailer park.","Two of the four victims were shot on private property"," http://bit.ly/2QK8n68","","","","","","","","","","","",""
2000.18,"No: <4 killed in public place(s)",3,8,2000,"Memphis","TN","Frederick Williams","Private home(s) and public space(s)",3,3,0,1,1,0,"Yes",11024,1,1,FALSE,"A firefighter killed his wife in his home and set fire to the house.  When his co-workers and police arrived at the scene, he opened fire, killing three more people and injuring one.","One of the four killed was killed in a private home"," http://bit.ly/2rOlIeM"," https://cnn.it/2V135S1","","","","","","","","","","",""
1999.19,"No: <4 killed in public place(s)",3,11,1999,"Gonzales","LA","Shon Miller","Private home(s) and public space(s)",7,3,4,1,1,0,"Partly",10661,1,1,FALSE,"The perpetrator shot and killed his mother-in-law, then entered a church and killed his wife and son, killing one other person and wounding four more.","One of the four killed was killed in a private home"," http://bit.ly/2AbwmAN"," http://bit.ly/2CqQ5hC"," https://trib.in/2GAOCZZ","","","","","","","","","",""
1998.38,"No: <4 killed in public place(s)",5,21,1998,"Springfield","OR","Kipland Kinkel","Private home(s) and school",27,2,25,2,2,0,"Partly",10367,1,1,TRUE,"The perpetrator, a freshman at Thurston High, went on a shooting spree, killing his parents at home and two students at school, wounding 25 others.","Two of the four killed were killed in a private home"," https://to.pbs.org/2UVZ29I"," http://bit.ly/2LpbD0I","","","","","","","","","","",""
1995.88,"No: <4 killed in public place(s)",11,19,1995,"Columbus","OH","Jerry F. Hessler","Private home(s)",0,0,0,6,4,2,"Yes",9453,1,0,FALSE,"Perpetrator killed four acquaintances and wounded two others in three private homes.","All four victims were shot in private homes"," https://nyti.ms/2T342b0"," http://bit.ly/2SZrwh2","","","","","","","","","","",""
